player,pos,team,cost,own,gw,mean,solio,blended,src,sd,defcon_ev,cs_ev,p5,median,p95
Bassey,DEF,Fulham,4.5,0.6,3,2.929,,2.929,model,2.864,0.071,1.167,0.0,2.0,6.896
Ngumoha,MID,Liverpool,6.0,1.6,3,2.924,,2.924,model,3.971,0.014,0.155,0.0,1.0,10.254
Stach,MID,Leeds,6.0,1.2,3,2.923,,2.923,model,2.898,0.359,0.174,0.0,2.0,8.358
Lammens,GK,Man United,5.0,20.2,3,2.903,,2.903,model,2.471,0.0,1.351,0.0,2.0,6.51
Van de Ven,DEF,Tottenham,5.0,6.8,3,2.898,,2.898,model,2.848,0.33,0.889,0.0,2.0,8.358
Leno,GK,Fulham,4.5,3.2,3,2.895,,2.895,model,2.43,0.0,1.359,0.0,2.0,6.51
Ødegaard,MID,Arsenal,6.5,2.9,3,2.863,,2.863,model,3.363,0.001,0.254,0.0,2.0,9.358
Maguire,DEF,Man United,5.0,8.7,3,2.851,,2.851,model,3.059,0.136,0.934,0.0,2.0,8.896
Gravenberch,MID,Liverpool,6.0,1.9,3,2.849,,2.849,model,2.51,0.03,0.289,0.0,2.0,8.358
Nedeljkovic,DEF,Aston Villa,4.0,0.6,3,2.844,,2.844,model,4.063,0.359,1.027,0.0,2.0,8.358
Merino,MID,Arsenal,6.0,1.2,3,2.841,,2.841,model,3.879,0.016,0.184,0.0,1.0,9.358
Wilson,MID,Leeds,6.5,8.3,3,2.837,,2.837,model,2.991,0.009,0.18,0.0,2.0,8.358
Frimpong,DEF,Liverpool,5.5,3.0,3,2.829,,2.829,model,3.285,0.018,0.902,0.0,2.0,8.896
Fernandes,MID,Tottenham,6.0,3.3,3,2.826,,2.826,model,2.43,0.204,0.214,0.0,2.0,8.358
Dewsbury-Hall,MID,Everton,6.5,3.8,3,2.826,,2.826,model,2.966,0.11,0.151,0.0,2.0,8.627
Kluivert,MID,Bournemouth,6.0,1.1,3,2.818,,2.818,model,3.747,0.001,0.123,0.0,2.0,9.358
Iwobi,MID,Fulham,5.5,0.9,3,2.779,,2.779,model,2.662,0.005,0.263,0.0,2.0,8.358
Hill,DEF,Bournemouth,5.5,1.2,3,2.779,,2.779,model,3.005,0.738,0.617,0.0,2.0,8.358
Wieffer,DEF,Brighton,5.0,0.3,3,2.776,,2.776,model,3.448,0.502,0.684,0.0,1.0,8.896
Lacroix,DEF,Chelsea,6.0,11.7,3,2.745,,2.745,model,2.744,0.475,0.677,0.0,2.0,8.358
Robinson,DEF,Fulham,4.5,2.6,3,2.74,,2.74,model,2.86,0.015,1.111,0.0,2.0,6.358
Gomez,MID,Brighton,5.0,1.8,3,2.74,,2.74,model,3.404,0.035,0.192,0.0,2.0,9.358
Muharemović,DEF,Leeds,5.0,1.4,3,2.738,,2.738,model,3.333,0.579,0.696,0.0,2.0,8.358
Scott,MID,Bournemouth,6.0,1.6,3,2.738,,2.738,model,2.917,0.339,0.16,0.0,2.0,8.358
Hume,DEF,Sunderland,4.5,2.9,3,2.73,,2.73,model,2.896,0.211,0.879,0.0,2.0,8.358
Rashford,MID,Man United,7.0,1.4,3,2.721,,2.721,model,3.685,0.0,0.172,0.0,2.0,9.358
Gomes,MID,Aston Villa,5.5,0.3,3,2.699,,2.699,model,2.71,0.047,0.327,0.0,2.0,8.358
Murillo,DEF,Nott'm Forest,5.5,0.2,3,2.698,,2.698,model,2.788,0.123,1.036,0.0,2.0,7.896
Mings,DEF,Aston Villa,4.5,0.2,3,2.697,,2.697,model,3.595,0.068,0.991,0.0,1.0,8.896
Solanke,FWD,Tottenham,6.0,2.6,3,2.696,,2.696,model,3.363,0.0,0.0,0.0,2.0,7.353
Buendía,MID,Aston Villa,6.0,0.9,3,2.694,,2.694,model,3.671,0.024,0.161,0.0,1.0,9.358
Maatsen,DEF,Aston Villa,4.5,0.6,3,2.693,,2.693,model,3.634,0.045,0.8,0.0,1.0,9.985
Barnes,MID,Newcastle,6.0,1.2,3,2.687,,2.687,model,3.569,0.002,0.108,0.0,2.0,9.358
Pau,DEF,Aston Villa,4.5,0.3,3,2.684,,2.684,model,3.354,0.02,1.095,0.0,2.0,8.896
Zubimendi,MID,Arsenal,5.5,1.5,3,2.666,,2.666,model,2.815,0.098,0.303,0.0,2.0,8.358
Savinho,MID,Man City,6.5,0.1,3,2.661,,2.661,model,4.042,0.0,0.138,0.0,1.0,10.254
Wissa,FWD,Newcastle,6.0,1.4,3,2.636,,2.636,model,3.762,0.0,0.0,0.0,1.0,10.98
Botman,DEF,Newcastle,5.0,0.4,3,2.624,,2.624,model,3.211,0.621,0.574,0.0,1.0,8.358
Canvot,DEF,Crystal Palace,5.0,0.6,3,2.616,,2.616,model,3.236,0.606,0.694,0.0,1.0,8.358
Sels,GK,Nott'm Forest,5.0,1.4,3,2.614,,2.614,model,2.37,0.0,1.178,0.0,2.0,6.51
Damsgaard,MID,Brentford,5.5,0.7,3,2.609,,2.609,model,2.902,0.025,0.219,0.0,2.0,8.358
Keane,DEF,Everton,5.0,1.6,3,2.606,,2.606,model,2.859,0.485,0.655,0.0,2.0,8.358
Burn,DEF,Newcastle,5.0,2.7,3,2.605,,2.605,model,2.88,0.167,0.837,0.0,2.0,8.358
Minteh,MID,Brighton,6.0,0.7,3,2.586,,2.586,model,3.184,0.006,0.189,0.0,2.0,9.254
Sessegnon,DEF,Fulham,4.5,0.4,3,2.58,,2.58,model,3.298,0.297,0.748,0.0,1.0,8.896
Hall,DEF,Newcastle,5.0,4.0,3,2.575,,2.575,model,2.943,0.055,0.747,0.0,2.0,8.896
Anthony,MID,Brentford,6.0,0.2,3,2.572,,2.572,model,3.111,0.113,0.2,0.0,2.0,9.358
Reijnders,MID,Man City,6.0,0.4,3,2.564,,2.564,model,4.13,0.013,0.184,0.0,1.0,11.358
Targett,DEF,Hull,4.0,2.7,3,2.523,,2.523,model,2.747,1.109,0.362,0.0,2.0,8.358
Madueke,MID,Arsenal,6.5,0.4,3,2.521,,2.521,model,3.559,0.0,0.18,0.0,1.0,9.358
Burrowes,MID,Aston Villa,4.5,0.9,3,2.507,,2.507,model,3.935,0.172,0.248,0.0,2.0,9.358
De Cuyper,DEF,Brighton,4.5,1.3,3,2.505,,2.505,model,3.452,0.053,0.619,0.0,1.0,8.999
Roefs,GK,Sunderland,5.0,5.0,3,2.486,,2.486,model,2.324,0.0,1.046,0.0,2.0,6.51
Bogle,DEF,Leeds,4.5,0.4,3,2.485,,2.485,model,2.807,0.329,0.686,0.0,2.0,8.358
Grealish,MID,Man City,6.5,0.2,3,2.479,,2.479,model,3.894,0.042,0.192,0.0,1.0,9.358
Hinshelwood,MID,Brighton,6.0,0.3,3,2.478,,2.478,model,3.147,0.003,0.199,0.0,2.0,9.254
Maddison,MID,Tottenham,6.5,1.9,3,2.461,,2.461,model,3.233,0.0,0.126,0.0,2.0,8.358
Martinez,DEF,Man United,5.0,0.6,3,2.436,,2.436,model,2.946,0.046,0.85,0.0,1.0,7.896
Lewis,DEF,Man City,4.5,0.2,3,2.427,,2.427,model,3.598,0.0,0.805,0.0,1.0,8.985
Palestra,DEF,Chelsea,5.5,1.8,3,2.425,,2.425,model,2.875,0.499,0.568,0.0,2.0,8.358
Kusi-Asare,FWD,Fulham,4.5,7.8,3,2.418,,2.418,model,3.327,0.013,0.0,0.0,2.0,7.353
Brobbey,FWD,Sunderland,6.0,18.7,3,2.416,,2.416,model,2.707,0.0,0.0,0.0,2.0,7.353
Masuaku,DEF,Sunderland,4.0,1.5,3,2.409,,2.409,model,3.291,0.398,0.715,0.0,2.0,8.358
van Ewijk,DEF,Coventry,4.0,15.9,3,2.403,,2.403,model,2.411,0.997,0.363,0.0,2.0,7.358
Woltemade,FWD,Newcastle,6.0,1.8,3,2.397,,2.397,model,3.29,0.005,0.0,0.0,2.0,7.353
Dubravka,GK,Tottenham,4.0,23.3,3,2.391,,2.391,model,2.279,0.0,1.022,0.0,2.0,6.51
Bijol,DEF,Leeds,5.0,0.3,3,2.388,,2.388,model,2.822,0.71,0.554,0.0,2.0,8.358
Spence,DEF,Tottenham,4.5,9.0,3,2.385,,2.385,model,2.628,0.064,0.758,0.0,2.0,6.896
Neto,MID,Chelsea,6.5,1.3,3,2.378,,2.378,model,2.482,0.0,0.118,0.0,2.0,8.358
Tete,DEF,Fulham,4.5,0.2,3,2.377,,2.377,model,2.942,0.103,0.904,0.0,1.0,7.896
Aaronson,MID,Leeds,5.5,0.8,3,2.375,,2.375,model,2.78,0.073,0.148,0.0,2.0,8.358
Marmoush,FWD,Man City,7.0,0.7,3,2.371,,2.371,model,3.537,0.002,0.0,0.0,1.0,10.98
Tonali,MID,Tottenham,5.5,4.1,3,2.366,,2.366,model,2.279,0.037,0.184,0.0,2.0,8.358
Caicedo,MID,Chelsea,5.5,3.9,3,2.358,,2.358,model,1.743,0.11,0.154,0.0,2.0,5.627
Martinelli,MID,Arsenal,6.5,0.3,3,2.34,,2.34,model,3.446,0.0,0.147,0.0,1.0,9.358
Mykolenko,DEF,Everton,4.5,1.3,3,2.338,,2.338,model,2.441,0.041,0.79,0.0,2.0,6.358
Sangaré,MID,Brentford,5.5,1.3,3,2.335,,2.335,model,3.176,0.142,0.213,0.0,2.0,8.358
Ajer,DEF,Brentford,4.5,1.6,3,2.323,,2.323,model,2.761,0.168,0.841,0.0,1.0,7.896
Thomas,DEF,Coventry,4.0,8.7,3,2.314,,2.314,model,2.5,0.937,0.382,0.0,2.0,7.358
C.Jones,MID,Liverpool,5.5,0.1,3,2.279,,2.279,model,3.126,0.049,0.138,0.0,1.0,8.358
Šeško,FWD,Man United,7.0,2.6,3,2.269,,2.269,model,3.386,0.0,0.0,0.0,1.0,7.353
Reed,MID,Fulham,4.5,1.1,3,2.268,,2.268,model,2.983,0.175,0.223,0.0,2.0,8.358
Egan,DEF,Hull,4.0,1.2,3,2.266,,2.266,model,2.661,0.972,0.37,0.0,2.0,8.358
Chalobah,DEF,Chelsea,5.5,1.9,3,2.265,,2.265,model,2.615,0.284,0.636,0.0,2.0,7.358
Dorgu,MID,Man United,6.0,1.7,3,2.253,,2.253,model,2.764,0.021,0.16,0.0,2.0,8.358
Wharton,MID,Crystal Palace,5.5,0.3,3,2.246,,2.246,model,2.394,0.133,0.177,0.0,2.0,7.372
Schär,DEF,Newcastle,5.0,0.2,3,2.243,,2.243,model,3.006,0.039,0.641,0.0,1.0,8.896
Beto,FWD,Everton,5.5,3.2,3,2.24,,2.24,model,2.868,0.0,0.0,0.0,1.0,7.353
Danso,DEF,Tottenham,5.0,0.2,3,2.228,,2.228,model,2.746,0.563,0.559,0.0,1.0,8.358
Alleyne,DEF,Man City,5.0,0.0,3,2.219,,2.219,model,3.991,0.19,0.851,0.0,0.0,8.358
Ayari,MID,Brighton,5.5,0.7,3,2.214,,2.214,model,2.702,0.057,0.18,0.0,2.0,8.358
Pickford,GK,Everton,5.5,8.9,3,2.213,,2.213,model,2.091,0.0,0.867,0.0,2.0,6.51
J.Murphy,MID,Newcastle,6.0,0.2,3,2.212,,2.212,model,3.03,0.0,0.12,0.0,1.0,8.358
Igor Jesus,FWD,Nott'm Forest,6.0,5.1,3,2.209,,2.209,model,2.694,0.003,0.0,0.0,2.0,7.353
Ramsay,DEF,Liverpool,4.0,0.2,3,2.207,,2.207,model,3.456,0.449,0.686,0.0,0.0,8.358
Petrović,GK,Bournemouth,4.5,3.7,3,2.192,,2.192,model,2.178,0.0,0.893,0.0,2.0,6.51
Brooks,MID,Bournemouth,5.0,0.2,3,2.192,,2.192,model,3.225,0.001,0.061,0.0,1.0,8.358
O'Brien,DEF,Everton,5.0,0.5,3,2.181,,2.181,model,2.54,0.075,0.678,0.0,1.0,6.358
Vicario,GK,Tottenham,4.5,1.5,3,2.176,,2.176,model,2.21,0.0,0.929,0.0,2.0,6.51
Yoro,DEF,Man United,5.0,0.7,3,2.174,,2.174,model,2.892,0.151,0.607,0.0,1.0,7.896
Sadiki,MID,Sunderland,5.0,0.4,3,2.173,,2.173,model,1.987,0.117,0.192,0.0,2.0,5.627
Lewis-Potter,MID,Brentford,5.5,0.5,3,2.171,,2.171,model,2.546,0.001,0.202,0.0,2.0,8.358
Reinildo,DEF,Sunderland,4.5,0.5,3,2.17,,2.17,model,2.495,0.347,0.667,0.0,1.0,7.358
Sangaré,MID,Nott'm Forest,5.0,0.6,3,2.168,,2.168,model,2.378,0.307,0.178,0.0,2.0,6.627
Welbeck,FWD,Chelsea,6.0,2.7,3,2.162,,2.162,model,2.59,0.0,0.0,0.0,2.0,7.353
George Hemmings,MID,Aston Villa,4.5,0.3,3,2.15,,2.15,model,3.847,0.118,0.205,0.0,0.0,9.358
Richarlison,FWD,Tottenham,6.0,2.0,3,2.145,,2.145,model,2.956,0.011,0.0,0.0,1.0,7.353
Okafor,MID,Leeds,6.0,0.7,3,2.136,,2.136,model,2.802,0.021,0.124,0.0,2.0,8.358
Yarmoliuk,MID,Brentford,5.0,1.5,3,2.135,,2.135,model,2.178,0.184,0.208,0.0,2.0,6.627
White,DEF,Arsenal,5.5,0.4,3,2.13,,2.13,model,3.116,0.017,0.789,0.0,1.0,7.896
Hutchinson,MID,Nott'm Forest,5.5,0.2,3,2.099,,2.099,model,2.599,0.004,0.161,0.0,2.0,8.358
Justin,DEF,Leeds,4.5,0.5,3,2.095,,2.095,model,2.66,0.074,0.657,0.0,1.0,6.372
Kinsky,GK,Tottenham,4.5,19.2,3,2.092,,2.092,model,2.248,0.0,0.89,0.0,2.0,6.51
Jensen,MID,Brentford,5.5,0.1,3,2.084,,2.084,model,2.572,0.045,0.167,0.0,2.0,8.358
Barkley,MID,Aston Villa,5.0,0.2,3,2.084,,2.084,model,2.952,0.01,0.111,0.0,1.0,8.358
Slater,MID,Hull,4.5,2.0,3,2.082,,2.082,model,2.529,0.131,0.09,0.0,2.0,8.358
Soler,DEF,Bournemouth,4.0,0.6,3,2.08,,2.08,model,3.154,0.401,0.561,0.0,1.0,8.358
A.Murphy,DEF,Newcastle,4.0,0.8,3,2.064,,2.064,model,3.239,0.37,0.533,0.0,1.0,7.896
Yeremy,MID,Crystal Palace,5.5,0.2,3,2.061,,2.061,model,2.805,0.043,0.123,0.0,1.0,8.358
Hughes,DEF,Hull,4.0,0.9,3,2.058,,2.058,model,2.645,0.914,0.323,0.0,1.0,7.358
Berge,MID,Fulham,5.0,0.4,3,2.047,,2.047,model,1.856,0.046,0.24,0.0,2.0,5.627
Chiesa,MID,Liverpool,5.5,0.2,3,2.04,,2.04,model,3.016,0.015,0.052,0.0,1.0,8.254
Olusesi,MID,Tottenham,4.5,0.9,3,2.04,,2.04,model,2.835,0.161,0.152,0.0,2.0,8.358
Meunier,DEF,Sunderland,4.5,0.5,3,2.032,,2.032,model,2.973,0.349,0.625,0.0,1.0,7.358
Tielemans,MID,Man United,6.0,0.9,3,2.027,,2.027,model,2.569,0.017,0.172,0.0,2.0,8.358
Osula,FWD,Newcastle,6.0,1.5,3,2.025,,2.025,model,2.89,0.0,0.0,0.0,1.0,7.353
Enes Ünal,FWD,Bournemouth,5.5,0.2,3,2.021,,2.021,model,2.625,0.0,0.0,0.0,1.0,6.353
Vitor Reis,DEF,Man City,4.5,0.0,3,2.015,,2.015,model,3.866,0.161,0.747,0.0,0.0,8.358
Castagne,DEF,Fulham,4.5,0.2,3,2.013,,2.013,model,2.633,0.043,0.7,0.0,1.0,6.358
Estêvão,MID,Chelsea,6.5,1.7,3,2.007,,2.007,model,2.515,0.015,0.071,0.0,1.0,8.358
Robertson,DEF,Tottenham,4.5,1.9,3,2.006,,2.006,model,2.627,0.007,0.583,0.0,1.0,6.358
Branthwaite,DEF,Everton,5.5,1.9,3,2.0,,2.0,model,2.488,0.007,0.644,0.0,1.0,6.358
Pope,GK,Newcastle,5.0,1.1,3,1.997,,1.997,model,2.296,0.0,0.791,0.0,1.0,6.51
Silva,DEF,Bournemouth,5.0,0.2,3,1.991,,1.991,model,3.651,0.361,0.478,0.0,0.0,8.358
Giles,DEF,Hull,4.0,0.6,3,1.991,,1.991,model,2.584,0.873,0.324,0.0,1.0,7.358
Mazraoui,DEF,Man United,4.5,0.7,3,1.981,,1.981,model,2.681,0.017,0.687,0.0,1.0,6.358
Adams,MID,Bournemouth,5.0,0.7,3,1.981,,1.981,model,2.059,0.089,0.154,0.0,2.0,5.627
Elliott,MID,Liverpool,5.5,0.1,3,1.979,,1.979,model,2.747,0.004,0.034,0.0,1.0,7.358
Kamara,MID,Aston Villa,5.0,0.1,3,1.978,,1.978,model,2.303,0.026,0.243,0.0,2.0,6.627
Ajayi,DEF,Hull,4.0,0.7,3,1.975,,1.975,model,2.628,0.852,0.323,0.0,1.0,7.358
Elanga,MID,Newcastle,6.0,0.7,3,1.972,,1.972,model,2.565,0.0,0.09,0.0,1.0,8.358
Lucky,DEF,Liverpool,4.0,0.1,3,1.97,,1.97,model,3.201,0.382,0.658,0.0,0.0,8.358
Smith Rowe,MID,Fulham,5.5,0.4,3,1.968,,1.968,model,2.529,0.003,0.157,0.0,1.0,8.358
Mainoo,MID,Man United,5.5,1.3,3,1.954,,1.954,model,2.177,0.034,0.173,0.0,2.0,6.627
Dowman,MID,Arsenal,5.5,0.2,3,1.95,,1.95,model,3.504,0.128,0.2,0.0,0.0,8.358
N.Gonzalez,MID,Man City,5.5,0.1,3,1.945,,1.945,model,2.98,0.129,0.218,0.0,1.0,8.358
Crooks,MID,Hull,4.5,0.7,3,1.94,,1.94,model,2.813,0.123,0.081,0.0,2.0,8.358
Andrey Santos,MID,Man United,5.0,1.4,3,1.938,,1.938,model,2.627,0.077,0.116,0.0,1.0,8.358
Tel,MID,Tottenham,6.0,0.4,3,1.931,,1.931,model,2.667,0.005,0.104,0.0,1.0,8.358
Souza,DEF,Tottenham,4.0,0.3,3,1.918,,1.918,model,2.949,0.428,0.543,0.0,0.0,8.358
James,DEF,Chelsea,5.5,7.9,3,1.918,,1.918,model,2.368,0.113,0.478,0.0,1.0,6.358
Abraham,FWD,Aston Villa,5.5,0.1,3,1.912,,1.912,model,2.831,0.001,0.0,0.0,1.0,7.353
Barry,FWD,Everton,5.5,0.9,3,1.907,,1.907,model,2.54,0.0,0.0,0.0,1.0,7.353
Touré,MID,Newcastle,6.0,0.2,3,1.9,,1.9,model,3.58,0.164,0.109,0.0,0.0,8.358
Bentancur,MID,Tottenham,5.5,0.1,3,1.9,,1.9,model,2.122,0.158,0.139,0.0,2.0,5.627
Hudson-Odoi,MID,Nott'm Forest,6.0,0.0,3,1.895,,1.895,model,2.402,0.001,0.146,0.0,1.0,8.358
Yates,MID,Nott'm Forest,4.5,7.1,3,1.889,,1.889,model,2.184,0.007,0.138,0.0,1.0,7.358
Muniz,FWD,Fulham,5.5,0.7,3,1.881,,1.881,model,2.603,0.0,0.0,0.0,1.0,7.353
Wright,FWD,Coventry,5.5,1.8,3,1.876,,1.876,model,2.844,0.008,0.0,0.0,2.0,7.353
Lukić,MID,Fulham,5.0,0.1,3,1.875,,1.875,model,2.227,0.018,0.186,0.0,2.0,6.627
Awoniyi,FWD,Nott'm Forest,5.5,0.4,3,1.875,,1.875,model,2.628,0.001,0.0,0.0,1.0,7.353
Strand Larsen,FWD,Crystal Palace,6.0,0.6,3,1.872,,1.872,model,2.225,0.0,0.0,0.0,2.0,7.353
Davis,DEF,Ipswich,4.0,4.0,3,1.869,,1.869,model,2.521,0.001,0.481,0.0,1.0,6.358
Amass,DEF,Man United,4.0,0.2,3,1.862,,1.862,model,3.115,0.331,0.568,0.0,0.0,8.358
Steele,GK,Brighton,4.0,4.5,3,1.861,,1.861,model,2.41,0.0,0.866,0.0,1.0,6.51
McAteer,MID,Ipswich,4.5,1.6,3,1.859,,1.859,model,2.313,0.0,0.076,0.0,2.0,7.358
Monga,MID,Man City,5.0,0.0,3,1.857,,1.857,model,4.125,0.092,0.192,0.0,0.0,9.358
Hughes,MID,Crystal Palace,4.5,11.1,3,1.848,,1.848,model,1.891,0.006,0.154,0.0,2.0,5.627
N.Jackson,FWD,Chelsea,6.5,0.4,3,1.848,,1.848,model,2.731,0.0,0.0,0.0,1.0,7.353
Sánchez,GK,Chelsea,5.0,2.0,3,1.845,,1.845,model,1.993,0.0,0.709,0.0,1.0,6.51
Bailey,MID,Aston Villa,5.5,0.1,3,1.842,,1.842,model,2.942,0.003,0.1,0.0,1.0,8.358
Kamada,MID,Crystal Palace,5.0,0.3,3,1.838,,1.838,model,2.033,0.047,0.15,0.0,2.0,5.677
Kovačić,MID,Man City,5.5,0.0,3,1.832,,1.832,model,3.112,0.0,0.143,0.0,1.0,8.358
Mukasa,MID,Man City,4.5,0.1,3,1.831,,1.831,model,3.903,0.115,0.19,0.0,0.0,8.358
García,FWD,Fulham,6.0,1.4,3,1.827,,1.827,model,3.022,0.015,0.0,0.0,2.0,7.353
Janelt,MID,Brentford,5.0,0.1,3,1.826,,1.826,model,2.265,0.026,0.17,0.0,2.0,6.627
Udogie,DEF,Tottenham,4.5,0.4,3,1.823,,1.823,model,2.408,0.023,0.572,0.0,1.0,6.358
McBurnie,FWD,Hull,5.5,1.7,3,1.82,,1.82,model,2.927,0.009,0.0,0.0,2.0,7.353
Schuster,DEF,Brentford,4.5,0.1,3,1.819,,1.819,model,3.241,0.26,0.599,0.0,0.0,8.358
Wilson,FWD,Brentford,5.5,0.4,3,1.819,,1.819,model,2.565,0.0,0.0,0.0,1.0,7.353
O'Nien,DEF,Sunderland,4.0,2.4,3,1.812,,1.812,model,2.486,0.153,0.558,0.0,1.0,6.358
McConnell,MID,Liverpool,4.5,0.2,3,1.811,,1.811,model,3.441,0.123,0.161,0.0,0.0,8.358
Kudus,MID,Tottenham,6.5,0.2,3,1.81,,1.81,model,2.59,0.004,0.123,0.0,2.0,8.358
Mount,MID,Man United,5.5,0.1,3,1.81,,1.81,model,2.773,0.011,0.077,0.0,1.0,8.358
O.Richards,DEF,Nott'm Forest,4.0,0.2,3,1.807,,1.807,model,3.104,0.253,0.604,0.0,0.0,7.358
Florentino,MID,Ipswich,5.0,0.0,3,1.802,,1.802,model,2.097,0.51,0.07,0.0,1.0,5.0
Zirkzee,FWD,Man United,5.5,0.7,3,1.8,,1.8,model,2.688,0.001,0.0,0.0,1.0,7.353
Svoboda,DEF,Brighton,5.0,0.1,3,1.798,,1.798,model,3.289,0.231,0.569,0.0,0.0,7.896
Howell,MID,Brighton,4.5,0.3,3,1.798,,1.798,model,3.06,0.129,0.148,0.0,0.0,8.358
Bindon,DEF,Nott'm Forest,4.0,0.2,3,1.797,,1.797,model,2.951,0.299,0.587,0.0,0.0,7.896
Bobb,MID,Fulham,5.5,0.4,3,1.78,,1.78,model,2.357,0.017,0.122,0.0,1.0,7.358
G.Jesus,FWD,Arsenal,6.0,0.4,3,1.78,,1.78,model,2.967,0.001,0.0,0.0,1.0,7.353
Coyle,DEF,Hull,4.0,0.5,3,1.77,,1.77,model,2.449,0.783,0.282,0.0,0.0,7.358
Johnson,MID,Crystal Palace,6.0,0.1,3,1.769,,1.769,model,2.414,0.001,0.118,0.0,1.0,8.358
Fletcher,MID,Man United,4.5,0.3,3,1.767,,1.767,model,3.256,0.102,0.133,0.0,0.0,8.358
Diarra,MID,Sunderland,5.5,0.1,3,1.762,,1.762,model,2.682,0.009,0.108,0.0,1.0,8.358
Colwill,DEF,Chelsea,5.0,1.7,3,1.757,,1.757,model,2.212,0.0,0.549,0.0,1.0,6.358
Obi,FWD,Man United,4.5,1.2,3,1.754,,1.754,model,3.327,0.006,0.0,0.0,0.0,7.353
Fredricson,DEF,Man United,4.0,0.1,3,1.746,,1.746,model,3.196,0.285,0.561,0.0,0.0,8.358
Gallagher,MID,Tottenham,5.5,0.2,3,1.742,,1.742,model,2.367,0.155,0.12,0.0,1.0,6.627
Nyoni,MID,Liverpool,5.0,0.1,3,1.742,,1.742,model,3.675,0.123,0.145,0.0,0.0,8.358
Echeverri,MID,Man City,5.0,0.0,3,1.74,,1.74,model,3.789,0.099,0.182,0.0,0.0,8.627
Palmer,GK,Ipswich,4.0,5.9,3,1.734,,1.734,model,3.4,0.0,0.383,0.0,0.0,11.019
Hjelde,DEF,Sunderland,4.0,0.3,3,1.733,,1.733,model,2.873,0.287,0.53,0.0,0.0,7.358
Georginio,FWD,Brighton,5.5,0.8,3,1.733,,1.733,model,2.322,0.002,0.0,0.0,1.0,7.353
Phillips,DEF,Tottenham,4.5,0.1,3,1.732,,1.732,model,3.038,0.373,0.485,0.0,0.0,7.896
Abbott,DEF,Nott'm Forest,4.0,0.2,3,1.731,,1.731,model,3.021,0.224,0.572,0.0,0.0,7.358
J.Ramsey,MID,Newcastle,5.0,0.4,3,1.73,,1.73,model,2.186,0.019,0.1,0.0,1.0,6.627
Adli,MID,Bournemouth,5.0,0.2,3,1.729,,1.729,model,2.567,0.084,0.046,0.0,1.0,7.358
Scarlett,FWD,Tottenham,4.5,1.7,3,1.728,,1.728,model,2.883,0.009,0.0,0.0,2.0,7.353
Furlong,DEF,Ipswich,4.0,0.4,3,1.727,,1.727,model,2.768,0.611,0.318,0.0,0.0,7.358
Walle Egeli,FWD,Ipswich,4.5,2.1,3,1.726,,1.726,model,2.868,0.009,0.0,0.0,2.0,7.353
J.Araujo,DEF,Bournemouth,4.5,0.1,3,1.724,,1.724,model,3.361,0.315,0.45,0.0,0.0,8.358
Davies,DEF,Tottenham,4.0,0.8,3,1.718,,1.718,model,2.58,0.009,0.526,0.0,1.0,6.358
Coppola,DEF,Brighton,4.5,0.0,3,1.715,,1.715,model,3.117,0.306,0.53,0.0,0.0,8.358
Joelinton,MID,Newcastle,5.5,0.0,3,1.713,,1.713,model,2.421,0.038,0.1,0.0,1.0,8.358
Gusto,DEF,Chelsea,5.0,1.1,3,1.711,,1.711,model,2.311,0.024,0.436,0.0,1.0,6.358
Bendito Mantato,MID,Man United,4.5,0.2,3,1.697,,1.697,model,3.134,0.091,0.137,0.0,0.0,8.358
Furo,FWD,Brentford,4.5,0.9,3,1.695,,1.695,model,3.141,0.008,0.0,0.0,0.0,7.353
Kipré,DEF,Ipswich,4.0,0.4,3,1.691,,1.691,model,2.486,0.603,0.295,0.0,0.0,7.358
Cook,MID,Bournemouth,5.0,0.1,3,1.685,,1.685,model,2.03,0.016,0.109,0.0,2.0,5.627
Destan,FWD,Hull,4.5,2.5,3,1.684,,1.684,model,2.586,0.007,0.0,0.0,2.0,7.353
Ji-soo,DEF,Brentford,4.5,0.0,3,1.684,,1.684,model,3.065,0.227,0.577,0.0,0.0,7.896
P.M.Sarr,MID,Tottenham,5.0,0.4,3,1.677,,1.677,model,2.155,0.047,0.095,0.0,1.0,7.358
Guessand,MID,Aston Villa,5.5,0.0,3,1.673,,1.673,model,2.718,0.027,0.089,0.0,1.0,7.358
Hackney,MID,Everton,5.5,0.3,3,1.667,,1.667,model,2.769,0.119,0.096,0.0,0.0,8.358
Costinha,DEF,Brighton,4.5,0.0,3,1.661,,1.661,model,3.054,0.209,0.588,0.0,0.0,7.896
Tsimikas,DEF,Liverpool,5.0,0.1,3,1.661,,1.661,model,2.795,0.005,0.35,0.0,1.0,6.372
Neave,FWD,Newcastle,4.5,0.7,3,1.656,,1.656,model,3.26,0.009,0.0,0.0,0.0,7.353
Nketiah,FWD,Crystal Palace,5.5,0.5,3,1.656,,1.656,model,2.275,0.0,0.0,0.0,1.0,7.353
Nmecha,FWD,Leeds,5.5,0.6,3,1.65,,1.65,model,2.225,0.001,0.0,0.0,1.0,7.353
Delap,FWD,Chelsea,5.5,0.5,3,1.632,,1.632,model,2.14,0.0,0.0,0.0,1.0,7.353
McNeil,MID,Everton,5.5,0.1,3,1.625,,1.625,model,2.315,0.007,0.084,0.0,1.0,7.358
