player,pos,team,cost,own,gw,mean,solio,blended,src,sd,defcon_ev,cs_ev,p5,median,p95
Mac Allister,MID,Liverpool,5.5,1.9,9,2.252,,2.252,model,2.179,0.009,0.156,0.0,2.0,8.358
Slater,MID,Hull,4.5,2.0,9,2.25,,2.25,model,2.857,0.137,0.171,0.0,2.0,8.358
Reijnders,MID,Man City,6.0,0.4,9,2.242,,2.242,model,3.576,0.015,0.166,0.0,1.0,9.358
Leno,GK,Fulham,4.5,3.2,9,2.242,,2.242,model,2.114,0.0,0.914,0.0,2.0,6.51
Richarlison,FWD,Tottenham,6.0,2.0,9,2.241,,2.241,model,3.056,0.015,0.0,0.0,1.0,7.353
Olusesi,MID,Tottenham,4.5,0.9,9,2.233,,2.233,model,3.085,0.162,0.197,0.0,2.0,8.358
Lewis,DEF,Man City,4.5,0.2,9,2.226,,2.226,model,3.307,0.0,0.722,0.0,1.0,8.896
J.Murphy,MID,Newcastle,6.0,0.2,9,2.219,,2.219,model,2.87,0.0,0.152,0.0,2.0,8.358
Okafor,MID,Leeds,6.0,0.7,9,2.212,,2.212,model,3.006,0.018,0.092,0.0,2.0,8.358
Gusto,DEF,Chelsea,5.0,1.1,9,2.209,,2.209,model,2.907,0.02,0.561,0.0,1.0,7.896
Murillo,DEF,Nott'm Forest,5.5,0.2,9,2.208,,2.208,model,2.531,0.125,0.722,0.0,2.0,6.358
Mings,DEF,Aston Villa,4.5,0.2,9,2.206,,2.206,model,3.083,0.069,0.751,0.0,1.0,8.358
Beto,FWD,Everton,5.5,3.2,9,2.201,,2.201,model,2.94,0.0,0.0,0.0,1.0,7.353
Gomez,MID,Brighton,5.0,1.8,9,2.2,,2.2,model,2.64,0.029,0.084,0.0,2.0,8.358
Udogie,DEF,Tottenham,4.5,0.4,9,2.2,,2.2,model,2.621,0.018,0.866,0.0,1.0,6.358
Enes Ünal,FWD,Bournemouth,5.5,0.2,9,2.189,,2.189,model,2.856,0.0,0.0,0.0,1.0,7.353
Kipré,DEF,Ipswich,4.0,0.4,9,2.184,,2.184,model,3.203,0.585,0.591,0.0,0.0,8.358
Burrowes,MID,Aston Villa,4.5,0.9,9,2.184,,2.184,model,3.578,0.135,0.202,0.0,2.0,8.358
Silva,DEF,Bournemouth,5.0,0.2,9,2.173,,2.173,model,3.651,0.387,0.619,0.0,0.0,8.358
Crooks,MID,Hull,4.5,0.7,9,2.171,,2.171,model,3.263,0.125,0.137,0.0,2.0,8.358
Yarmoliuk,MID,Brentford,5.0,1.5,9,2.168,,2.168,model,2.219,0.179,0.219,0.0,2.0,6.627
Sánchez,GK,Chelsea,5.0,2.0,9,2.162,,2.162,model,2.131,0.0,0.86,0.0,2.0,6.51
Branthwaite,DEF,Everton,5.5,1.9,9,2.15,,2.15,model,2.495,0.005,0.725,0.0,1.0,6.358
Martinelli,MID,Arsenal,6.5,0.3,9,2.142,,2.142,model,3.143,0.0,0.109,0.0,1.0,8.358
Ngumoha,MID,Liverpool,6.0,1.6,9,2.134,,2.134,model,2.768,0.013,0.086,0.0,1.0,8.358
Grealish,MID,Man City,6.5,0.2,9,2.132,,2.132,model,3.297,0.035,0.167,0.0,1.0,9.254
F.Kadıoğlu,DEF,Brighton,4.5,2.9,9,2.125,,2.125,model,2.475,0.095,0.587,0.0,1.0,6.358
McAteer,MID,Ipswich,4.5,1.6,9,2.117,,2.117,model,2.649,0.001,0.143,0.0,2.0,8.358
Dorgu,MID,Man United,6.0,1.7,9,2.106,,2.106,model,2.673,0.016,0.107,0.0,2.0,8.358
Kerkez,DEF,Liverpool,5.5,5.5,9,2.099,,2.099,model,2.42,0.023,0.686,0.0,1.0,6.358
Adams,MID,Bournemouth,5.0,0.7,9,2.092,,2.092,model,2.365,0.084,0.193,0.0,2.0,8.358
O'Nien,DEF,Sunderland,4.0,2.4,9,2.091,,2.091,model,2.712,0.147,0.757,0.0,1.0,6.919
Sels,GK,Nott'm Forest,5.0,1.4,9,2.088,,2.088,model,2.099,0.0,0.8,0.0,2.0,6.51
Robinson,DEF,Fulham,4.5,2.6,9,2.081,,2.081,model,2.459,0.021,0.692,0.0,1.0,6.358
Sangaré,MID,Nott'm Forest,5.0,0.6,9,2.07,,2.07,model,2.244,0.332,0.119,0.0,2.0,5.627
Minteh,MID,Brighton,6.0,0.7,9,2.07,,2.07,model,2.349,0.009,0.089,0.0,2.0,8.358
Frimpong,DEF,Liverpool,5.5,3.0,9,2.069,,2.069,model,2.597,0.027,0.564,0.0,1.0,6.896
Souza,DEF,Tottenham,4.0,0.3,9,2.068,,2.068,model,3.145,0.41,0.689,0.0,0.0,8.358
Munoz,MID,Liverpool,6.5,0.8,9,2.062,,2.062,model,2.785,0.221,0.12,0.0,2.0,8.358
Marmoush,FWD,Man City,7.0,0.7,9,2.061,,2.061,model,3.229,0.0,0.0,0.0,1.0,7.353
Osula,FWD,Newcastle,6.0,1.5,9,2.057,,2.057,model,2.904,0.0,0.0,0.0,1.0,7.353
Diarra,MID,Sunderland,5.5,0.1,9,2.053,,2.053,model,3.119,0.011,0.152,0.0,1.0,8.358
White,DEF,Arsenal,5.5,0.4,9,2.049,,2.049,model,2.842,0.019,0.742,0.0,1.0,6.358
Wright,FWD,Coventry,5.5,1.8,9,2.048,,2.048,model,3.349,0.009,0.0,0.0,2.0,7.353
McBurnie,FWD,Hull,5.5,1.7,9,2.034,,2.034,model,3.303,0.007,0.0,0.0,2.0,7.353
Jensen,MID,Brentford,5.5,0.1,9,2.028,,2.028,model,2.643,0.043,0.146,0.0,1.0,8.358
Martinez,DEF,Man United,5.0,0.6,9,2.026,,2.026,model,2.657,0.041,0.597,0.0,1.0,7.358
Walle Egeli,FWD,Ipswich,4.5,2.1,9,2.019,,2.019,model,3.412,0.014,0.0,0.0,2.0,7.353
Delap,FWD,Chelsea,5.5,0.5,9,2.018,,2.018,model,2.807,0.0,0.0,0.0,1.0,7.353
Igor Jesus,FWD,Nott'm Forest,6.0,5.1,9,2.013,,2.013,model,2.35,0.004,0.0,0.0,2.0,7.353
Elanga,MID,Newcastle,6.0,0.7,9,2.009,,2.009,model,2.61,0.0,0.139,0.0,1.0,8.358
Reed,MID,Fulham,4.5,1.1,9,2.007,,2.007,model,2.791,0.17,0.132,0.0,2.0,8.358
Hinshelwood,MID,Brighton,6.0,0.3,9,1.989,,1.989,model,2.368,0.0,0.1,0.0,2.0,8.358
Wieffer,DEF,Brighton,5.0,0.3,9,1.979,,1.979,model,2.536,0.491,0.339,0.0,1.0,7.896
Yeremy,MID,Crystal Palace,5.5,0.2,9,1.958,,1.958,model,2.748,0.043,0.102,0.0,1.0,8.358
Strand Larsen,FWD,Crystal Palace,6.0,0.6,9,1.957,,1.957,model,2.364,0.0,0.0,0.0,2.0,7.353
Alleyne,DEF,Man City,5.0,0.0,9,1.955,,1.955,model,3.537,0.179,0.726,0.0,0.0,8.358
Tete,DEF,Fulham,4.5,0.2,9,1.954,,1.954,model,2.631,0.099,0.623,0.0,1.0,6.358
Florentino,MID,Ipswich,5.0,0.0,9,1.944,,1.944,model,2.279,0.505,0.145,0.0,1.0,5.0
Destan,FWD,Hull,4.5,2.5,9,1.942,,1.942,model,3.241,0.005,0.0,0.0,2.0,7.353
Smith Rowe,MID,Fulham,5.5,0.4,9,1.941,,1.941,model,2.45,0.002,0.104,0.0,2.0,8.358
McNair,DEF,Hull,4.0,0.1,9,1.939,,1.939,model,3.042,0.663,0.453,0.0,0.0,8.358
Greaves,DEF,Ipswich,4.0,0.5,9,1.936,,1.936,model,2.646,0.001,0.741,0.0,1.0,6.358
Bentancur,MID,Tottenham,5.5,0.1,9,1.931,,1.931,model,2.04,0.177,0.186,0.0,2.0,5.627
Hjelde,DEF,Sunderland,4.0,0.3,9,1.929,,1.929,model,3.115,0.272,0.689,0.0,0.0,8.358
Andrey Santos,MID,Man United,5.0,1.4,9,1.929,,1.929,model,2.575,0.085,0.082,0.0,1.0,8.358
Wilson,FWD,Brentford,5.5,0.4,9,1.929,,1.929,model,2.876,0.0,0.0,0.0,1.0,7.353
Mainoo,MID,Man United,5.5,1.3,9,1.921,,1.921,model,2.153,0.037,0.132,0.0,2.0,6.627
Tielemans,MID,Man United,6.0,0.9,9,1.919,,1.919,model,2.603,0.014,0.119,0.0,2.0,8.358
Dunk,DEF,Brighton,4.5,0.8,9,1.915,,1.915,model,2.298,0.201,0.51,0.0,1.0,6.358
Maeda,MID,Ipswich,5.5,0.4,9,1.908,,1.908,model,3.168,0.118,0.145,0.0,2.0,8.358
Vitor Reis,DEF,Man City,4.5,0.0,9,1.904,,1.904,model,3.399,0.172,0.735,0.0,0.0,8.358
Hughes,MID,Crystal Palace,4.5,11.1,9,1.9,,1.9,model,1.975,0.011,0.144,0.0,2.0,5.627
Phillips,DEF,Tottenham,4.5,0.1,9,1.899,,1.899,model,3.419,0.363,0.561,0.0,0.0,8.358
Tel,MID,Tottenham,6.0,0.4,9,1.898,,1.898,model,2.522,0.008,0.136,0.0,1.0,8.358
Kudus,MID,Tottenham,6.5,0.2,9,1.896,,1.896,model,2.7,0.003,0.163,0.0,2.0,8.358
Berge,MID,Fulham,5.0,0.4,9,1.895,,1.895,model,1.767,0.037,0.148,0.0,2.0,5.0
Davies,DEF,Tottenham,4.0,0.8,9,1.889,,1.889,model,2.686,0.005,0.648,0.0,1.0,6.358
Hato,DEF,Chelsea,4.5,1.0,9,1.887,,1.887,model,2.594,0.215,0.447,0.0,1.0,7.358
Belloumi,MID,Hull,5.0,0.5,9,1.876,,1.876,model,2.904,0.117,0.13,0.0,2.0,8.358
Barry,FWD,Everton,5.5,0.9,9,1.875,,1.875,model,2.549,0.0,0.0,0.0,1.0,7.353
Verbruggen,GK,Brighton,4.5,17.0,9,1.873,,1.873,model,1.904,0.0,0.67,0.0,1.0,6.51
Andrews,MID,Coventry,4.5,0.7,9,1.867,,1.867,model,2.821,0.125,0.165,0.0,2.0,8.358
Justin,DEF,Leeds,4.5,0.5,9,1.862,,1.862,model,2.57,0.071,0.478,0.0,1.0,6.896
Dowman,MID,Arsenal,5.5,0.2,9,1.857,,1.857,model,3.39,0.131,0.157,0.0,0.0,8.358
Touré,MID,Newcastle,6.0,0.2,9,1.85,,1.85,model,3.517,0.161,0.135,0.0,0.0,8.358
Byfield,DEF,Tottenham,4.0,0.1,9,1.841,,1.841,model,3.049,0.38,0.599,0.0,0.0,8.358
Kamada,MID,Crystal Palace,5.0,0.3,9,1.839,,1.839,model,2.189,0.056,0.141,0.0,2.0,6.627
Scarlett,FWD,Tottenham,4.5,1.7,9,1.836,,1.836,model,3.298,0.009,0.0,0.0,0.0,7.353
Obi,FWD,Man United,4.5,1.2,9,1.83,,1.83,model,3.389,0.01,0.0,0.0,0.0,7.353
Adli,MID,Bournemouth,5.0,0.2,9,1.83,,1.83,model,2.695,0.078,0.06,0.0,1.0,7.627
Johnson,MID,Crystal Palace,6.0,0.1,9,1.826,,1.826,model,2.501,0.001,0.107,0.0,1.0,8.358
Ayari,MID,Brighton,5.5,0.7,9,1.823,,1.823,model,2.112,0.055,0.086,0.0,2.0,6.627
Muniz,FWD,Fulham,5.5,0.7,9,1.821,,1.821,model,2.52,0.001,0.0,0.0,1.0,7.353
Dowell,MID,Hull,4.5,0.5,9,1.818,,1.818,model,2.776,0.113,0.129,0.0,2.0,8.358
Hutchinson,MID,Nott'm Forest,5.5,0.2,9,1.815,,1.815,model,2.3,0.001,0.103,0.0,2.0,6.627
Janelt,MID,Brentford,5.0,0.1,9,1.81,,1.81,model,2.197,0.018,0.163,0.0,2.0,6.627
Ji-soo,DEF,Brentford,4.5,0.0,9,1.81,,1.81,model,3.629,0.233,0.561,0.0,0.0,8.358
Sanchez,DEF,Bournemouth,4.5,0.0,9,1.808,,1.808,model,3.373,0.314,0.555,0.0,0.0,8.358
Kamara,MID,Aston Villa,5.0,0.1,9,1.808,,1.808,model,2.056,0.026,0.208,0.0,2.0,5.627
Gallagher,MID,Tottenham,5.5,0.2,9,1.806,,1.806,model,2.332,0.157,0.169,0.0,1.0,6.627
Cook,MID,Bournemouth,5.0,0.1,9,1.804,,1.804,model,2.211,0.017,0.148,0.0,2.0,6.627
Barkley,MID,Aston Villa,5.0,0.2,9,1.802,,1.802,model,2.469,0.009,0.085,0.0,1.0,7.358
Nmecha,FWD,Leeds,5.5,0.6,9,1.799,,1.799,model,2.491,0.001,0.0,0.0,1.0,7.353
P.M.Sarr,MID,Tottenham,5.0,0.4,9,1.798,,1.798,model,2.289,0.043,0.131,0.0,1.0,7.358
J.Araujo,DEF,Bournemouth,4.5,0.1,9,1.798,,1.798,model,3.327,0.316,0.52,0.0,0.0,8.358
Yoro,DEF,Man United,5.0,0.7,9,1.789,,1.789,model,2.501,0.154,0.417,0.0,1.0,6.896
Schuster,DEF,Brentford,4.5,0.1,9,1.786,,1.786,model,3.224,0.249,0.567,0.0,0.0,8.358
Zirkzee,FWD,Man United,5.5,0.7,9,1.779,,1.779,model,2.599,0.0,0.0,0.0,1.0,7.353
Hudson-Odoi,MID,Nott'm Forest,6.0,0.0,9,1.776,,1.776,model,2.298,0.001,0.1,0.0,1.0,7.358
Clarke,MID,Ipswich,5.5,0.3,9,1.769,,1.769,model,2.518,0.001,0.076,0.0,1.0,7.358
Furo,FWD,Brentford,4.5,0.9,9,1.767,,1.767,model,3.61,0.006,0.0,0.0,0.0,7.353
McCarthy,DEF,Hull,4.0,0.1,9,1.764,,1.764,model,2.914,0.597,0.434,0.0,0.0,8.358
Rowswell,DEF,Tottenham,4.0,0.1,9,1.76,,1.76,model,3.071,0.347,0.572,0.0,0.0,8.358
Lukić,MID,Fulham,5.0,0.1,9,1.754,,1.754,model,2.159,0.017,0.12,0.0,2.0,6.627
Disasi,DEF,Chelsea,4.5,0.1,9,1.749,,1.749,model,2.512,0.0,0.606,0.0,1.0,6.358
Fletcher,MID,Man United,4.5,0.3,9,1.742,,1.742,model,3.131,0.102,0.107,0.0,0.0,8.358
C.Jones,MID,Liverpool,5.5,0.1,9,1.736,,1.736,model,2.255,0.056,0.093,0.0,1.0,7.358
García,FWD,Fulham,6.0,1.4,9,1.733,,1.733,model,2.902,0.007,0.0,0.0,0.0,7.353
Awoniyi,FWD,Nott'm Forest,5.5,0.4,9,1.733,,1.733,model,2.254,0.001,0.0,0.0,1.0,6.353
Yates,MID,Nott'm Forest,4.5,7.1,9,1.732,,1.732,model,1.977,0.004,0.097,0.0,1.0,5.627
N.Gonzalez,MID,Man City,5.5,0.1,9,1.731,,1.731,model,2.352,0.13,0.18,0.0,1.0,6.627
Brau,DEF,Coventry,4.0,0.1,9,1.725,,1.725,model,2.852,0.443,0.474,0.0,0.0,7.896
Hackney,MID,Everton,5.5,0.3,9,1.723,,1.723,model,2.923,0.102,0.108,0.0,0.0,8.358
Kesler-Hayden,DEF,Coventry,4.0,0.1,9,1.723,,1.723,model,2.844,0.433,0.551,0.0,0.0,8.358
George Hemmings,MID,Aston Villa,4.5,0.3,9,1.722,,1.722,model,2.99,0.121,0.162,0.0,0.0,7.664
Mason-Clark,MID,Coventry,5.5,0.3,9,1.722,,1.722,model,2.832,0.107,0.139,0.0,0.0,8.358
Seelt,DEF,Sunderland,4.5,0.0,9,1.722,,1.722,model,3.069,0.231,0.596,0.0,0.0,7.358
J.Ramsey,MID,Newcastle,5.0,0.4,9,1.72,,1.72,model,2.232,0.015,0.128,0.0,1.0,7.358
Rodríguez,FWD,Bournemouth,6.0,0.3,9,1.717,,1.717,model,3.598,0.013,0.0,0.0,0.0,7.353
Bidwell,DEF,Coventry,4.0,0.1,9,1.71,,1.71,model,2.811,0.448,0.492,0.0,0.0,8.358
Joelinton,MID,Newcastle,5.5,0.0,9,1.704,,1.704,model,2.415,0.048,0.142,0.0,1.0,8.358
Gannon-Doak,MID,Bournemouth,5.0,0.1,9,1.701,,1.701,model,3.513,0.103,0.12,0.0,0.0,8.358
Amass,DEF,Man United,4.0,0.2,9,1.7,,1.7,model,3.126,0.311,0.456,0.0,0.0,7.358
Isidor,FWD,Sunderland,5.5,1.2,9,1.695,,1.695,model,2.385,0.0,0.0,0.0,1.0,7.353
De Cuyper,DEF,Brighton,4.5,1.3,9,1.695,,1.695,model,2.546,0.063,0.263,0.0,1.0,7.896
Quenda,MID,Chelsea,5.5,0.1,9,1.692,,1.692,model,3.518,0.129,0.08,0.0,0.0,8.358
Abraham,FWD,Aston Villa,5.5,0.1,9,1.674,,1.674,model,2.439,0.0,0.0,0.0,1.0,6.353
Nketiah,FWD,Crystal Palace,5.5,0.5,9,1.664,,1.664,model,2.224,0.0,0.0,0.0,1.0,7.353
Livramento,DEF,Newcastle,5.0,0.1,9,1.664,,1.664,model,2.462,0.005,0.6,0.0,1.0,6.358
Ramsay,DEF,Liverpool,4.0,0.2,9,1.662,,1.662,model,2.624,0.415,0.433,0.0,0.0,7.358
Mazraoui,DEF,Man United,4.5,0.7,9,1.658,,1.658,model,2.33,0.008,0.479,0.0,1.0,6.358
D.Essugo,MID,Chelsea,4.5,0.2,9,1.656,,1.656,model,3.08,0.107,0.097,0.0,0.0,8.358
G.Jesus,FWD,Arsenal,6.0,0.4,9,1.651,,1.651,model,2.737,0.0,0.0,0.0,1.0,7.353
Mount,MID,Man United,5.5,0.1,9,1.644,,1.644,model,2.519,0.007,0.058,0.0,1.0,7.358
Diakité,DEF,Bournemouth,5.0,0.2,9,1.642,,1.642,model,2.63,0.389,0.475,0.0,0.0,8.358
Latibeaudiere,DEF,Coventry,4.0,0.1,9,1.631,,1.631,model,2.772,0.421,0.479,0.0,0.0,7.358
Echeverri,MID,Man City,5.0,0.0,9,1.627,,1.627,model,3.42,0.097,0.163,0.0,0.0,8.358
Adingra,MID,Sunderland,5.0,0.3,9,1.624,,1.624,model,2.125,0.0,0.111,0.0,1.0,6.627
Castagne,DEF,Fulham,4.5,0.2,9,1.624,,1.624,model,2.321,0.045,0.484,0.0,1.0,6.358
Bendito Mantato,MID,Man United,4.5,0.2,9,1.618,,1.618,model,3.024,0.103,0.094,0.0,0.0,8.358
Bobb,MID,Fulham,5.5,0.4,9,1.616,,1.616,model,2.081,0.019,0.068,0.0,1.0,5.627
Kovačić,MID,Man City,5.5,0.0,9,1.61,,1.61,model,2.589,0.0,0.125,0.0,1.0,7.358
Bamba,MID,Newcastle,5.0,0.1,9,1.609,,1.609,model,3.196,0.141,0.127,0.0,0.0,8.358
M.Sarr,DEF,Chelsea,4.5,0.1,9,1.602,,1.602,model,3.109,0.281,0.41,0.0,0.0,7.358
Monga,MID,Man City,5.0,0.0,9,1.601,,1.601,model,3.249,0.105,0.161,0.0,0.0,8.358
Gittens,MID,Chelsea,6.0,0.1,9,1.596,,1.596,model,2.265,0.009,0.033,0.0,1.0,7.358
Shepherd,MID,Coventry,4.5,0.3,9,1.592,,1.592,model,2.711,0.115,0.134,0.0,0.0,5.031
Horníček,GK,Newcastle,5.0,0.3,9,1.592,,1.592,model,2.328,0.0,0.732,0.0,1.0,6.51
Steur,MID,Newcastle,5.0,0.1,9,1.589,,1.589,model,3.055,0.166,0.118,0.0,0.0,7.627
Gray,MID,Tottenham,5.0,0.2,9,1.589,,1.589,model,2.13,0.006,0.156,0.0,1.0,6.627
Lerma,MID,Crystal Palace,5.0,0.1,9,1.587,,1.587,model,1.914,0.047,0.121,0.0,1.0,5.627
Philogene,MID,Ipswich,5.5,0.2,9,1.575,,1.575,model,2.313,0.0,0.068,0.0,1.0,7.358
Neave,FWD,Newcastle,4.5,0.7,9,1.573,,1.573,model,3.126,0.009,0.0,0.0,0.0,7.353
Henry,DEF,Brentford,4.5,0.2,9,1.573,,1.573,model,2.213,0.029,0.474,0.0,1.0,6.358
McNeil,MID,Everton,5.5,0.1,9,1.57,,1.57,model,2.203,0.009,0.094,0.0,1.0,6.627
Talbi,MID,Sunderland,5.5,0.2,9,1.567,,1.567,model,2.26,0.007,0.133,0.0,1.0,6.627
Mingueza,DEF,Crystal Palace,4.5,0.1,9,1.567,,1.567,model,2.794,0.235,0.503,0.0,0.0,7.358
Mehmeti,MID,Ipswich,5.0,0.1,9,1.566,,1.566,model,3.039,0.097,0.121,0.0,0.0,8.358
Smith,DEF,Bournemouth,4.5,0.1,9,1.563,,1.563,model,2.26,0.009,0.519,0.0,1.0,6.358
Bailey,MID,Aston Villa,5.5,0.1,9,1.55,,1.55,model,2.41,0.002,0.076,0.0,1.0,7.358
Georginio,FWD,Brighton,5.5,0.8,9,1.543,,1.543,model,2.012,0.003,0.0,0.0,1.0,7.353
Torp,MID,Coventry,5.5,0.2,9,1.539,,1.539,model,2.65,0.094,0.13,0.0,0.0,6.627
Elliott,MID,Liverpool,5.5,0.1,9,1.536,,1.536,model,2.068,0.005,0.027,0.0,1.0,7.358
Lucky,DEF,Liverpool,4.0,0.1,9,1.535,,1.535,model,2.653,0.396,0.408,0.0,0.0,7.358
Anselmino,DEF,Chelsea,4.5,0.0,9,1.534,,1.534,model,3.048,0.269,0.385,0.0,0.0,7.358
O.Richards,DEF,Nott'm Forest,4.0,0.2,9,1.529,,1.529,model,2.667,0.26,0.439,0.0,0.0,6.358
Mukasa,MID,Man City,4.5,0.1,9,1.528,,1.528,model,3.12,0.096,0.165,0.0,0.0,5.627
Núñez,MID,Ipswich,5.0,0.2,9,1.523,,1.523,model,2.779,0.099,0.131,0.0,0.0,6.627
Lacey,MID,Man United,5.0,0.1,9,1.52,,1.52,model,3.021,0.1,0.088,0.0,0.0,8.358
Aznou,DEF,Everton,4.0,0.2,9,1.517,,1.517,model,2.674,0.23,0.434,0.0,0.0,6.358
Akpom,FWD,Ipswich,5.0,0.5,9,1.517,,1.517,model,2.928,0.004,0.0,0.0,0.0,7.353
Ndoye,MID,Nott'm Forest,5.5,0.5,9,1.515,,1.515,model,1.951,0.037,0.073,0.0,1.0,5.627
Mundle,MID,Sunderland,5.0,0.0,9,1.515,,1.515,model,1.884,0.011,0.033,0.0,1.0,7.358
Guessand,MID,Aston Villa,5.5,0.0,9,1.507,,1.507,model,2.358,0.025,0.069,0.0,1.0,7.358
Carvalho,MID,Brentford,5.0,0.0,9,1.501,,1.501,model,2.272,0.001,0.006,0.0,1.0,7.358
Morato,DEF,Nott'm Forest,5.0,0.1,9,1.501,,1.501,model,2.337,0.16,0.34,0.0,1.0,6.358
J.Fletcher,MID,Man United,5.0,0.0,9,1.501,,1.501,model,3.18,0.1,0.085,0.0,0.0,8.358
Mheuka,FWD,Chelsea,4.5,0.4,9,1.496,,1.496,model,3.193,0.007,0.0,0.0,0.0,7.353
Piroe,FWD,Leeds,5.0,0.5,9,1.493,,1.493,model,2.921,0.01,0.0,0.0,0.0,7.353
Abbott,DEF,Nott'm Forest,4.0,0.2,9,1.481,,1.481,model,2.582,0.233,0.417,0.0,0.0,6.358
Rushworth,GK,Coventry,4.5,0.9,9,1.479,,1.479,model,2.157,0.0,0.673,0.0,0.0,6.51
Cardines,DEF,Crystal Palace,4.5,0.0,9,1.478,,1.478,model,2.625,0.251,0.447,0.0,0.0,7.358
Borges Rodrigues,MID,Coventry,4.5,0.2,9,1.476,,1.476,model,2.541,0.099,0.135,0.0,0.0,5.0
Tanaka,MID,Leeds,5.0,0.3,9,1.475,,1.475,model,2.096,0.105,0.049,0.0,1.0,5.627
Sosa,DEF,Crystal Palace,4.5,0.0,9,1.473,,1.473,model,2.649,0.253,0.449,0.0,0.0,7.358
Grimes,MID,Coventry,5.0,0.2,9,1.47,,1.47,model,2.498,0.098,0.123,0.0,0.0,5.0
Nørgaard,MID,Everton,5.0,0.5,9,1.47,,1.47,model,2.19,0.0,0.09,0.0,1.0,6.627
Dovin,GK,Coventry,4.0,2.6,9,1.469,,1.469,model,2.107,0.0,0.654,0.0,1.0,6.51
Fábio Vieira,MID,Arsenal,5.5,0.0,9,1.468,,1.468,model,2.958,0.102,0.139,0.0,0.0,8.358
Hirst,FWD,Ipswich,5.0,0.4,9,1.465,,1.465,model,2.011,0.0,0.0,0.0,1.0,6.353
Szmodics,MID,Ipswich,5.0,0.1,9,1.462,,1.462,model,2.628,0.0,0.077,0.0,1.0,8.358
Moore,MID,Tottenham,5.0,0.1,9,1.461,,1.461,model,2.778,0.097,0.129,0.0,0.0,6.627
Fatawu,MID,Ipswich,5.5,0.3,9,1.46,,1.46,model,2.353,0.001,0.08,0.0,1.0,6.627
Chiesa,MID,Liverpool,5.5,0.2,9,1.46,,1.46,model,2.025,0.016,0.027,0.0,1.0,7.358
Bergvall,MID,Tottenham,5.5,0.2,9,1.454,,1.454,model,2.031,0.004,0.098,0.0,1.0,5.627
Bindon,DEF,Nott'm Forest,4.0,0.2,9,1.453,,1.453,model,2.539,0.287,0.369,0.0,0.0,6.358
Morita,MID,Hull,5.0,0.1,9,1.45,,1.45,model,2.747,0.079,0.105,0.0,0.0,7.627
Millar,MID,Hull,5.0,0.1,9,1.446,,1.446,model,2.924,0.076,0.102,0.0,0.0,8.358
Simms,FWD,Coventry,5.0,0.6,9,1.443,,1.443,model,2.72,0.006,0.0,0.0,0.0,7.353
Jocelin.T,MID,Sunderland,5.0,0.0,9,1.439,,1.439,model,2.825,0.115,0.128,0.0,0.0,5.0
Thomas-Asante,FWD,Coventry,5.0,0.9,9,1.439,,1.439,model,2.626,0.007,0.0,0.0,0.0,7.353
Tóth.A,MID,Bournemouth,5.0,0.0,9,1.436,,1.436,model,2.868,0.104,0.112,0.0,0.0,6.627
Iling Jr,MID,Aston Villa,5.0,0.0,9,1.436,,1.436,model,2.994,0.099,0.132,0.0,0.0,5.627
George,MID,Everton,5.5,0.1,9,1.435,,1.435,model,1.901,0.005,0.03,0.0,1.0,5.627
Al-Hamadi,FWD,Ipswich,5.0,0.2,9,1.434,,1.434,model,3.113,0.006,0.0,0.0,0.0,7.353
Dasilva,MID,Brentford,5.0,0.0,9,1.433,,1.433,model,2.902,0.107,0.135,0.0,0.0,5.0
Emersonn,FWD,Ipswich,5.5,0.3,9,1.432,,1.432,model,3.009,0.003,0.0,0.0,0.0,7.353
Alcaraz,MID,Everton,5.0,0.1,9,1.432,,1.432,model,1.997,0.005,0.052,0.0,1.0,6.627
Alysson,MID,Aston Villa,5.0,0.0,9,1.43,,1.43,model,2.944,0.106,0.132,0.0,0.0,5.627
Nwaneri,MID,Arsenal,5.5,0.0,9,1.428,,1.428,model,2.084,0.001,0.052,0.0,1.0,6.627
McConnell,MID,Liverpool,4.5,0.2,9,1.428,,1.428,model,2.34,0.119,0.099,0.0,0.0,5.0
Barco,MID,Chelsea,5.5,0.0,9,1.426,,1.426,model,3.097,0.123,0.075,0.0,0.0,5.627
Willock,MID,Newcastle,5.0,0.1,9,1.425,,1.425,model,2.011,0.004,0.069,0.0,1.0,6.627
Fredricson,DEF,Man United,4.0,0.1,9,1.418,,1.418,model,2.84,0.269,0.347,0.0,0.0,6.358
Howell,MID,Brighton,4.5,0.3,9,1.416,,1.416,model,2.374,0.116,0.07,0.0,0.0,4.0
Iroegbunam,MID,Everton,5.0,0.1,9,1.411,,1.411,model,1.873,0.118,0.076,0.0,1.0,4.627
Longstaff,MID,Leeds,5.0,0.2,9,1.409,,1.409,model,1.908,0.024,0.046,0.0,1.0,5.627
Dominguez,MID,Nott'm Forest,5.0,0.1,9,1.407,,1.407,model,1.842,0.011,0.058,0.0,1.0,5.627
Onyeka,MID,Coventry,5.0,0.2,9,1.403,,1.403,model,2.425,0.109,0.119,0.0,0.0,5.0
Sakamoto,MID,Coventry,5.0,0.1,9,1.403,,1.403,model,2.481,0.095,0.114,0.0,0.0,5.0
Kevin,MID,Fulham,5.5,0.1,9,1.389,,1.389,model,1.776,0.021,0.042,0.0,1.0,4.627
Marc Guiu,FWD,Chelsea,5.0,0.4,9,1.387,,1.387,model,2.406,0.0,0.0,0.0,1.0,6.353
