rank,player,pos,team,status,cost_m,own,nfix,exp_starts,mean,sd,p5,p25,median,p75,p95,pts_per_fix,pts_per_m,p_ceiling,p_floor,cold_start,adj_delta,adj_total,gw_from,gw_to,id
214.0,Maatsen,DEF,Aston Villa,projected,4.5,0.6,6,2.73,12.529,7.725,2.0,7.0,11.358,16.814,27.15,2.088,2.784,0.011,0.549,False,0.0,12.529,1,6,36
215.0,Hackney,MID,Everton,projected,5.5,0.3,6,2.93,12.523,12.512,1.0,5.0,10.0,15.0,33.767,2.087,2.277,0.044,0.639,True,0.0,12.523,1,6,-1
216.0,Dorgu,MID,Man United,projected,6.0,1.8,6,2.45,12.494,8.535,3.0,6.0,10.627,16.65,28.344,2.082,2.082,0.017,0.568,False,0.0,12.494,1,6,415
217.0,Anselmino,DEF,Chelsea,projected,4.5,0.0,6,3.09,12.456,10.654,1.0,5.0,10.358,17.28,27.689,2.076,2.768,0.026,0.563,True,0.0,12.456,1,6,-1
218.0,Igor,DEF,Brighton,projected,4.5,0.1,6,3.09,12.425,9.732,1.0,6.0,11.179,16.717,28.634,2.071,2.761,0.026,0.561,True,0.0,12.425,1,6,-1
219.0,Jörgensen,GK,Chelsea,projected,5.0,0.1,6,4.6,12.373,6.15,3.0,8.0,11.51,16.51,23.528,2.062,2.475,0.0,0.504,True,0.0,12.373,1,6,-1
220.0,Patterson,DEF,Everton,projected,4.5,0.0,6,3.09,12.354,9.794,1.0,6.0,10.717,16.717,27.735,2.059,2.745,0.021,0.565,True,0.0,12.354,1,6,-1
221.0,Quenda,MID,Chelsea,projected,5.5,0.0,6,2.93,12.353,12.131,1.0,5.0,10.0,15.358,33.078,2.059,2.246,0.045,0.653,True,0.0,12.353,1,6,-1
222.0,Tzimas,FWD,Brighton,projected,5.5,0.0,6,1.94,12.276,12.052,1.0,4.0,8.353,16.427,36.12,2.046,2.232,0.051,0.622,True,0.0,12.276,1,6,-1
223.0,O'Riley,MID,Brighton,projected,5.5,0.1,6,2.93,12.272,10.853,1.0,5.0,10.0,15.0,34.434,2.045,2.231,0.048,0.628,True,0.0,12.272,1,6,-1
224.0,Brobbey,FWD,Sunderland,projected,6.0,19.8,6,3.41,12.256,7.168,4.0,7.0,11.0,15.707,26.074,2.043,2.043,0.005,0.571,False,0.0,12.256,1,6,552
225.0,Reinildo,DEF,Sunderland,projected,4.5,0.5,6,3.55,12.246,6.692,3.0,7.269,11.358,16.717,24.075,2.041,2.721,0.003,0.534,False,0.0,12.246,1,6,536
226.0,Palacios,MID,Fulham,projected,5.5,0.0,6,2.93,12.235,11.805,1.0,5.0,9.0,15.0,33.076,2.039,2.225,0.041,0.633,True,0.0,12.235,1,6,-1
227.0,King,MID,Fulham,projected,5.5,0.1,6,2.93,12.201,11.08,1.0,5.0,9.627,16.0,33.076,2.033,2.218,0.037,0.625,True,0.0,12.201,1,6,-1
228.0,John,GK,Nott'm Forest,projected,4.5,0.1,6,4.01,12.2,7.734,2.0,7.0,11.51,17.019,24.038,2.033,2.711,0.003,0.528,True,0.0,12.2,1,6,-1
229.0,Ji-soo,DEF,Brentford,projected,4.5,0.0,6,3.09,12.197,9.867,1.0,6.0,10.358,16.358,27.448,2.033,2.71,0.028,0.571,True,0.0,12.197,1,6,-1
230.0,Mingueza,DEF,Crystal Palace,projected,4.5,0.1,6,3.09,12.163,9.638,1.0,5.0,10.358,17.019,29.052,2.027,2.703,0.018,0.564,True,0.0,12.163,1,6,-1
231.0,Disasi,DEF,Chelsea,projected,4.5,0.1,6,3.09,12.151,9.951,1.0,5.358,10.358,16.358,28.079,2.025,2.7,0.021,0.583,True,0.0,12.151,1,6,-1
232.0,De Cuyper,DEF,Brighton,projected,4.5,1.4,6,2.73,12.126,9.141,0.0,5.627,10.358,16.411,28.98,2.021,2.695,0.021,0.579,False,0.0,12.126,1,6,115
233.0,Georginio,FWD,Brighton,projected,5.5,0.7,6,3.14,12.103,7.262,3.0,7.0,10.627,15.98,25.966,2.017,2.201,0.009,0.591,False,0.0,12.103,1,6,125
234.0,Pope,GK,Newcastle,projected,5.0,1.1,6,4.1,12.076,5.813,4.0,7.877,11.51,16.019,22.528,2.013,2.415,0.001,0.544,False,0.0,12.076,1,6,442
235.0,Monga,MID,Man City,projected,5.0,0.0,6,2.63,12.07,13.51,1.0,5.0,9.0,14.989,33.753,2.012,2.414,0.042,0.671,True,0.0,12.07,1,6,-1
236.0,N.Gonzalez,MID,Man City,projected,5.5,0.1,6,2.73,12.06,6.833,3.0,7.0,11.0,15.358,25.744,2.01,2.193,0.004,0.597,False,0.0,12.06,1,6,405
237.0,Phillips,DEF,Tottenham,projected,4.5,0.1,6,3.09,12.003,10.214,1.0,5.0,10.0,15.717,29.079,2.0,2.667,0.03,0.594,True,0.0,12.003,1,6,-1
238.0,Khusanov,DEF,Man City,projected,5.5,2.0,6,2.45,11.973,7.344,2.0,6.358,10.985,16.254,25.15,1.996,2.177,0.007,0.553,False,0.0,11.973,1,6,393
239.0,Mainoo,MID,Man United,projected,5.5,1.3,6,2.59,11.965,6.301,4.0,7.0,11.0,15.0,24.376,1.994,2.175,0.003,0.593,False,0.0,11.965,1,6,432
240.0,McAtee,MID,Nott'm Forest,projected,5.5,0.1,6,2.93,11.951,10.326,2.0,5.0,10.0,15.0,31.125,1.992,2.173,0.043,0.646,True,0.0,11.951,1,6,-1
241.0,Spence,DEF,Tottenham,projected,4.5,9.3,6,3.55,11.951,6.995,3.0,7.0,10.358,15.985,24.15,1.992,2.656,0.006,0.565,False,0.0,11.951,1,6,505
242.0,Vicario,GK,Tottenham,projected,4.5,1.5,6,4.65,11.95,5.396,4.0,8.0,11.51,15.142,21.578,1.992,2.656,0.0,0.549,False,0.0,11.95,1,6,494
243.0,Garnacho,MID,Aston Villa,projected,6.0,1.0,6,2.31,11.95,9.066,2.0,6.0,10.0,16.254,30.075,1.992,1.992,0.024,0.614,False,0.0,11.95,1,6,160
244.0,Echeverri,MID,Man City,projected,5.0,0.0,6,2.63,11.94,11.821,1.0,5.0,9.0,15.0,32.735,1.99,2.388,0.042,0.652,True,0.0,11.94,1,6,-1
245.0,Hutchinson,MID,Nott'm Forest,projected,5.5,0.2,6,2.73,11.932,7.023,3.95,7.0,10.627,14.985,24.612,1.989,2.169,0.009,0.609,False,0.0,11.932,1,6,484
246.0,Ødegaard,MID,Arsenal,projected,6.5,3.0,6,2.59,11.919,8.73,2.0,5.627,10.0,16.063,29.249,1.987,1.834,0.021,0.607,False,0.0,11.919,1,6,15
247.0,Murillo,DEF,Nott'm Forest,projected,5.5,0.2,6,2.87,11.917,6.95,2.0,7.0,11.0,16.448,24.613,1.986,2.167,0.003,0.55,False,0.0,11.917,1,6,472
248.0,Coppola,DEF,Brighton,projected,4.5,0.0,6,3.09,11.891,8.494,1.0,6.0,10.358,16.717,26.976,1.982,2.643,0.012,0.572,True,0.0,11.891,1,6,-1
249.0,Obi,FWD,Man United,projected,4.5,1.2,6,2.28,11.881,13.945,0.0,4.0,8.0,14.353,35.784,1.98,2.64,0.05,0.69,True,0.0,11.881,1,6,-1
250.0,Meunier,DEF,Sunderland,projected,4.5,0.5,6,3.09,11.839,8.935,1.0,6.0,10.358,16.358,26.991,1.973,2.631,0.014,0.572,True,0.0,11.839,1,6,-1
251.0,Barco,MID,Chelsea,projected,5.5,0.0,6,2.93,11.826,10.409,1.0,5.0,10.0,15.0,31.536,1.971,2.15,0.037,0.642,True,0.0,11.826,1,6,-1
252.0,Pinnock,DEF,Brentford,projected,4.5,0.1,6,3.09,11.819,8.699,1.0,5.0,10.358,16.717,27.075,1.97,2.627,0.017,0.577,True,0.0,11.819,1,6,-1
253.0,Kalimuendo,FWD,Nott'm Forest,projected,5.5,0.1,6,2.59,11.788,12.334,1.0,4.0,8.0,15.353,36.766,1.965,2.143,0.052,0.675,True,0.0,11.788,1,6,-1
254.0,Adams,MID,Bournemouth,projected,5.0,0.7,6,3.27,11.775,5.994,3.0,8.0,11.0,15.0,22.372,1.963,2.355,0.002,0.585,False,0.0,11.775,1,6,73
255.0,Fatawu,MID,Ipswich,projected,5.5,0.3,6,2.93,11.732,11.438,1.0,5.0,9.0,14.788,31.075,1.955,2.133,0.033,0.663,True,0.0,11.732,1,6,-1
256.0,Wright,FWD,Coventry,projected,5.5,1.8,6,2.59,11.729,10.995,0.95,4.0,9.353,15.353,33.413,1.955,2.133,0.039,0.648,True,0.0,11.729,1,6,-1
257.0,Neave,FWD,Newcastle,projected,4.5,0.7,6,2.28,11.723,13.464,1.0,3.0,8.0,15.353,36.766,1.954,2.605,0.053,0.681,True,0.0,11.723,1,6,-1
258.0,Philogene,MID,Ipswich,projected,5.5,0.2,6,2.93,11.702,11.311,1.0,5.0,9.0,15.0,29.518,1.95,2.128,0.033,0.661,True,0.0,11.702,1,6,-1
259.0,Buonanotte,MID,Brighton,projected,5.0,0.1,6,2.63,11.659,11.793,0.0,4.0,9.0,14.358,34.703,1.943,2.332,0.045,0.687,True,0.0,11.659,1,6,-1
260.0,Canvot,DEF,Crystal Palace,projected,5.0,0.6,6,2.31,11.642,7.461,2.0,6.0,10.358,16.358,25.357,1.94,2.328,0.004,0.578,False,0.0,11.642,1,6,203
261.0,Danso,DEF,Tottenham,projected,5.0,0.2,6,2.73,11.641,7.188,2.0,6.0,10.358,15.717,24.905,1.94,2.328,0.005,0.587,False,0.0,11.641,1,6,501
262.0,Clarke,MID,Ipswich,projected,5.5,0.3,6,2.93,11.619,11.25,1.0,5.0,9.0,14.0,30.735,1.937,2.113,0.039,0.669,True,0.0,11.619,1,6,-1
263.0,J.Fletcher,MID,Man United,projected,5.0,0.0,6,2.63,11.574,12.531,1.0,4.0,8.358,14.0,33.193,1.929,2.315,0.047,0.69,True,0.0,11.574,1,6,-1
264.0,Pau,DEF,Aston Villa,projected,4.5,0.2,6,2.86,11.51,7.224,3.0,6.358,10.358,15.254,25.165,1.918,2.558,0.007,0.61,False,0.0,11.51,1,6,34
265.0,Steur,MID,Newcastle,projected,5.0,0.1,6,2.63,11.497,11.329,1.0,5.0,9.0,14.0,32.466,1.916,2.299,0.044,0.685,True,0.0,11.497,1,6,-1
266.0,Hirst,FWD,Ipswich,projected,5.0,0.5,6,2.43,11.479,11.525,0.0,3.0,8.0,15.612,33.463,1.913,2.296,0.041,0.652,True,0.0,11.479,1,6,-1
267.0,Dibling,MID,Everton,projected,5.5,0.1,6,2.93,11.471,10.497,1.0,5.0,9.814,14.0,29.075,1.912,2.086,0.032,0.659,True,0.0,11.471,1,6,-1
268.0,Janelt,MID,Brentford,projected,5.0,0.1,6,2.45,11.461,6.95,2.0,6.0,10.0,15.0,24.886,1.91,2.292,0.006,0.608,False,0.0,11.461,1,6,98
269.0,Nketiah,FWD,Crystal Palace,projected,5.5,0.5,6,2.59,11.446,11.788,1.0,4.0,8.353,14.353,36.766,1.908,2.081,0.051,0.696,True,0.0,11.446,1,6,-1
270.0,Collyer,MID,Man United,projected,5.0,0.0,6,2.63,11.431,11.962,1.0,4.627,8.0,14.064,32.622,1.905,2.286,0.042,0.686,True,0.0,11.431,1,6,-1
271.0,P.M.Sarr,MID,Tottenham,projected,5.0,0.4,6,2.18,11.411,6.723,3.0,7.0,10.0,14.627,24.618,1.902,2.282,0.005,0.644,False,0.0,11.411,1,6,518
272.0,McBurnie,FWD,Hull,projected,5.5,1.8,6,2.59,11.408,12.214,1.0,4.0,8.0,13.627,33.766,1.901,2.074,0.045,0.696,True,0.0,11.408,1,6,-1
273.0,Torp,MID,Coventry,projected,5.5,0.2,6,2.93,11.387,10.077,1.0,5.0,9.0,14.358,29.075,1.898,2.07,0.028,0.66,True,0.0,11.387,1,6,-1
274.0,Morato,DEF,Nott'm Forest,projected,5.0,0.1,6,2.31,11.371,7.644,2.0,6.0,10.0,15.448,25.254,1.895,2.274,0.007,0.599,False,0.0,11.371,1,6,470
275.0,Penders,GK,Chelsea,projected,4.5,0.1,6,4.01,11.365,7.226,2.0,6.51,10.51,15.019,22.528,1.894,2.525,0.004,0.571,True,0.0,11.365,1,6,-1
